object_id,black,hispanic,white,asian
c:104201,0.0,0.0,1.0,0.0
c:10421,0.0,0.0,1.0,0.0
c:104218,0.0,0.5,0.5,0.0
c:10422,0.0,0.0,1.0,0.0
c:104220,0.0,0.0,1.0,0.0
c:104224,0.0,0.0,1.0,0.0
c:10424,0.0,0.0,1.0,0.0
c:10425,0.0,0.0,1.0,0.0
c:10426,0.0,0.0,1.0,0.0
c:104268,0.0,0.0,1.0,0.0
c:10427,0.0,0.0,1.0,0.0
c:10428,0.0,0.0,1.0,0.0
c:104280,0.0,0.0,1.0,0.0
c:1043,0.0,0.0,0.92,0.08
c:10430,0.0,0.0,0.83,0.17
c:104300,0.0,0.0,1.0,0.0
c:104305,0.25,0.0,0.75,0.0
c:104306,0.0,0.0,0.0,1.0
c:10431,0.0,0.0,1.0,0.0
c:104321,0.0,0.0,1.0,0.0
c:104335,0.0,0.0,1.0,0.0
c:10434,0.0,0.0,1.0,0.0
c:10436,0.0,0.0,1.0,0.0
c:104361,0.0,0.0,1.0,0.0
c:104363,0.0,0.0,1.0,0.0
c:104369,0.0,0.0,0.0,1.0
c:10437,0.0,0.0,1.0,0.0
c:104377,0.0,0.0,0.96,0.04
c:10439,0.0,0.0,0.0,1.0
c:104391,0.0,0.0,0.0,1.0
c:104393,0.0,0.0,1.0,0.0
c:104399,0.0,0.0,1.0,0.0
c:10440,0.0,0.0,1.0,0.0
c:104408,0.0,0.0,1.0,0.0
c:10441,0.0,1.0,0.0,0.0
c:104412,0.0,0.0,1.0,0.0
c:104413,0.0,0.0,0.67,0.33
c:10442,0.0,0.33,0.67,0.0
c:104428,0.0,0.0,1.0,0.0
c:104429,0.0,0.0,1.0,0.0
c:10443,0.0,0.0,0.0,1.0
c:104430,0.0,0.0,1.0,0.0
c:104431,0.0,0.0,1.0,0.0
c:104446,0.0,0.0,1.0,0.0
c:104450,0.0,0.0,1.0,0.0
c:104452,0.0,0.0,1.0,0.0
c:104467,0.0,0.0,1.0,0.0
c:10448,0.0,0.0,1.0,0.0
c:104484,0.0,1.0,0.0,0.0
c:104492,0.0,0.0,1.0,0.0
c:10450,0.0,0.0,1.0,0.0
c:104505,0.0,0.0,1.0,0.0
c:10451,0.0,0.0,1.0,0.0
c:104517,0.0,0.0,0.67,0.33
c:10452,0.0,0.0,0.56,0.44
c:10453,0.0,0.0,1.0,0.0
c:104538,0.0,0.0,1.0,0.0
c:10454,0.0,0.0,1.0,0.0
c:104546,0.0,0.0,1.0,0.0
c:104547,0.0,0.25,0.75,0.0
c:104549,0.0,0.0,1.0,0.0
c:10455,0.0,0.1,0.75,0.15
c:104556,0.0,0.0,0.0,1.0
c:104557,0.0,0.0,0.0,1.0
c:104558,0.0,0.0,0.0,1.0
c:104563,0.0,0.0,1.0,0.0
c:10458,0.0,1.0,0.0,0.0
c:104582,0.0,0.0,1.0,0.0
c:104587,0.0,0.0,1.0,0.0
c:104594,0.0,0.0,0.8,0.2
c:104596,0.0,0.0,0.0,1.0
c:104598,0.0,0.0,1.0,0.0
c:10460,0.0,0.0,1.0,0.0
c:104601,0.0,0.5,0.5,0.0
c:104603,0.0,0.0,1.0,0.0
c:104607,0.0,0.0,1.0,0.0
c:104608,0.0,0.0,1.0,0.0
c:104610,0.0,0.0,1.0,0.0
c:104617,0.0,0.0,1.0,0.0
c:104618,0.0,0.0,1.0,0.0
c:104619,0.0,0.0,1.0,0.0
c:10462,0.0,0.0,1.0,0.0
c:104624,0.0,0.0,0.5,0.5
c:104631,0.0,0.0,0.0,1.0
c:104632,0.0,0.0,0.0,1.0
c:104633,0.0,0.0,0.0,1.0
c:104636,0.0,0.5,0.0,0.5
c:10465,0.0,0.5,0.5,0.0
c:104655,0.0,1.0,0.0,0.0
c:104656,0.0,1.0,0.0,0.0
c:10466,0.0,1.0,0.0,0.0
c:10467,0.0,0.0,1.0,0.0
c:10468,0.0,0.0,1.0,0.0
c:104689,0.0,0.0,1.0,0.0
c:1047,0.0,0.25,0.75,0.0
c:10470,0.0,0.0,1.0,0.0
c:10471,0.0,0.0,1.0,0.0
c:104711,0.0,0.0,0.5,0.5
c:10472,0.0,0.0,1.0,0.0
c:104725,0.0,0.0,1.0,0.0
c:10473,0.0,0.0,1.0,0.0
c:104730,0.0,0.0,0.0,1.0
c:104731,0.0,0.0,0.0,1.0
c:10474,0.0,0.0,1.0,0.0
c:10475,0.0,0.06,0.79,0.15
c:104753,0.0,0.0,1.0,0.0
c:104756,0.0,0.0,0.94,0.06
c:104757,0.0,0.0,1.0,0.0
c:10476,0.0,0.0,1.0,0.0
c:104761,0.0,0.0,1.0,0.0
c:104763,0.0,0.0,0.57,0.43
c:104764,0.0,0.0,0.0,1.0
c:10478,0.0,0.0,1.0,0.0
c:104783,0.0,0.5,0.5,0.0
c:104785,0.0,0.0,1.0,0.0
c:104788,0.0,0.2,0.8,0.0
c:104789,0.0,0.0,1.0,0.0
c:10479,0.0,0.0,1.0,0.0
c:1048,0.0,0.0,1.0,0.0
c:10480,0.0,0.0,1.0,0.0
c:104809,0.0,0.0,1.0,0.0
c:10481,0.0,0.0,1.0,0.0
c:104810,0.0,0.0,1.0,0.0
c:104815,0.0,0.0,1.0,0.0
c:104818,0.0,0.0,0.75,0.25
c:104819,0.0,0.0,1.0,0.0
c:10482,0.0,0.0,1.0,0.0
c:104828,0.0,0.0,1.0,0.0
c:10483,0.0,0.0,1.0,0.0
c:104832,0.0,0.0,1.0,0.0
c:104837,0.0,0.0,1.0,0.0
c:104839,0.0,0.0,1.0,0.0
c:104841,0.0,0.0,1.0,0.0
c:104844,0.0,1.0,0.0,0.0
c:104848,0.0,0.0,1.0,0.0
c:10485,0.0,0.03,0.83,0.13
c:104853,0.0,1.0,0.0,0.0
c:10486,0.0,0.14,0.71,0.14
c:104861,0.0,0.0,1.0,0.0
c:104873,0.0,0.0,1.0,0.0
c:10488,0.0,0.0,0.5,0.5
c:104881,0.0,0.0,1.0,0.0
c:104883,0.0,0.0,1.0,0.0
c:104884,0.0,0.0,1.0,0.0
c:104886,0.0,0.0,1.0,0.0
c:104890,0.0,0.0,1.0,0.0
c:1049,0.0,0.0,1.0,0.0
c:104908,0.0,0.0,0.25,0.75
c:104923,0.0,0.0,1.0,0.0
c:104924,0.0,0.0,1.0,0.0
c:104925,0.0,0.0,0.84,0.16
c:104926,0.0,0.17,0.83,0.0
c:10494,0.0,0.0,0.0,1.0
c:104942,0.0,0.25,0.75,0.0
c:104953,0.0,0.0,0.5,0.5
c:10496,0.0,0.0,1.0,0.0
c:10497,0.0,0.0,1.0,0.0
c:104971,0.0,0.0,1.0,0.0
c:104980,0.0,0.0,1.0,0.0
c:104981,0.0,0.0,0.5,0.5
c:104983,0.0,0.0,0.5,0.5
